id	annotation	C6_chemical_A1	C6_chemical_A3	C6_chemical_B1	C6_chemical_B2	C6_chemical_B3	C6_chemical_C1	C6_chemical_C2	C6_chemical_C3	C6_control_A1	C6_control_A3	C6_control_B1	C6_control_B2	C6_control_B3	C6_control_C1	C6_control_C2	C6_control_C3	L4_chemical_A1	L4_chemical_A2	L4_chemical_A3	L4_chemical_B1	L4_chemical_B2	L4_chemical_B3	L4_chemical_C2	L4_chemical_C3	L4_control_A1	L4_control_A2	L4_control_A3	L4_control_B1	L4_control_B2	L4_control_B3	L4_control_C2	L4_control_C3
LQ00X005060	Putative uncharacterized protein	4.929615217	4.610566532	4.806877662	4.548334476	5.172088809	4.997340184	4.605680214	5.290385849	4.851637468	4.710324314	4.787264643	4.680689121	5.026211992	5.151622069	4.764470118	4.816762316	6.133463205	5.657666255	5.491286126	5.77991433	6.14630633	5.02606031	7.109383413	6.915948876	6.541575272	6.263083528	6.057143294	8.400239746	6.492843198	5.029564193	7.844397607	7.151935215
LQ00X005080	Putative uncharacterized protein	5.15941513	5.045657057	5.075270201	5.12579382	5.388607803	5.212291744	4.878180049	4.822382612	5.154725402	5.149081582	5.280539442	4.828385876	5.332787621	5.342760626	5.019980668	5.309628773	5.295469373	5.184581622	5.145606065	5.031221471	4.938272935	5.077740404	4.908494875	5.478977914	5.037219201	4.850928158	5.088538569	5.367209209	5.612181665	4.950686756	4.968593328	5.416709465
LQ00X005490	Thioredoxin M-type, chloroplastic	13.7388891	13.10269302	14.48449572	14.78809277	14.3360782	14.78609219	15.10914133	14.77354829	13.76043784	13.10975322	14.33107632	14.80498416	14.33554479	14.91943744	14.98513481	14.80867846	12.88413902	13.39545313	12.75751515	13.70428381	13.14152435	13.70056566	14.50798621	14.1389173	12.89733103	13.02747371	12.9786388	13.82561503	13.28969367	14.65992627	14.50443347	14.00459952
LQ00X005580	Histone deacetylase 8	11.78252106	11.4387034	12.17915453	12.74652054	12.46246014	13.06632612	12.92309051	12.55439855	11.7551897	11.42799983	12.16165872	12.58485151	12.3808616	12.94865602	12.97890364	12.56227892	11.5490041	12.23755915	11.19353252	11.93346752	11.81616651	11.53612442	12.27235736	12.13421081	11.28059968	11.91228722	11.15474702	12.26848063	12.02667583	11.63889618	12.0011966	11.83101669
LQ00X005590	Putative Probable receptor protein kinase TMK1	5.816353185	5.439904837	6.630034635	6.431627631	5.908139809	5.966250995	6.082766518	5.674297643	6.055466271	5.931956857	6.594345754	6.49488968	6.118412715	6.103061975	6.255055905	5.479676036	5.162078322	5.761096254	6.051634302	5.654459341	6.034757112	5.762115244	5.425605192	5.768337787	5.608696555	5.573073411	5.383475573	5.330089298	5.96962473	5.731754427	5.182501812	7.020264246
LQ00X005620	Putative Apoptosis-inducing factor homolog A	5.033223361	5.668581489	5.456003435	5.645096067	5.213334716	5.588332873	5.650484861	5.657099713	5.265122348	5.478575119	5.482471076	5.678681844	5.726477765	5.468538952	6.345349872	5.662323101	5.269169948	5.082566982	5.330942489	5.262042476	5.481508728	5.505434776	5.172297226	5.958834606	5.384459026	5.444382137	5.209759273	5.55738865	5.661196711	5.388587214	5.562198543	6.322490473
LQ00X005630	Serine/threonine-protein kinase Nek5	6.015384963	5.478478372	6.17147125	6.352619618	5.693893916	6.097495737	5.843165964	6.045719467	5.667655101	5.399859973	6.080364914	5.86280881	5.584465084	6.302533768	5.862840556	6.311134287	5.48801697	5.672732433	6.0415772	5.22020012	5.515016216	5.775279095	5.358580954	5.214126129	5.752821435	6.277849465	5.872289095	5.299996172	5.227381957	6.368103392	6.513341492	5.246335594
LQ00X005670	Tubulin alpha-1 chain	13.71551124	13.73052355	13.63465165	13.64453432	13.8537371	13.90966947	13.98207735	14.02327484	13.98977178	13.66959472	13.69821525	13.77646019	13.77058534	13.88131936	13.98848841	13.92118145	13.61983492	13.00133377	13.81760003	13.31127479	13.06641568	13.90969112	13.82918697	13.32604315	13.65269536	13.27339132	13.62270337	13.50852729	13.35818419	13.60369727	13.78411553	13.28458189
LQ00X005680	Hypothetical protein	6.003110762	6.121951497	6.285980266	5.76718685	6.471055457	5.479367925	5.519302709	5.337926688	6.210577495	7.55822755	6.59484949	5.706804284	6.225427135	5.519161147	6.670507761	5.440218158	5.429150341	6.369944206	6.486914471	6.58971483	5.000076723	5.577965395	5.312054196	6.225560503	5.614557112	5.888902943	6.553847739	5.515976811	5.818476214	5.830933706	5.221179278	5.781571472
LQ00X005690	Putative Bystin	11.92373723	11.55248336	11.41287069	10.71261306	11.25883201	11.03106855	11.13281057	10.82338634	12.04149549	12.0915727	11.56418025	10.89805426	11.39555205	11.23518781	11.09003452	10.6124054	11.72046155	11.81772193	12.26632721	12.25566355	12.0636012	11.61128611	12.49672618	12.67816703	12.06571505	12.37961489	12.83900628	12.01460825	12.7244081	12.06946637	12.68146693	12.89218917
LQ00X005700	Hypothetical protein	5.051508825	4.716285099	5.433162187	4.831895937	4.705474558	4.579408801	4.775261226	4.797924626	4.855602212	4.757955733	4.928842683	4.78338797	4.76317715	4.79428849	4.569866709	4.849518419	4.762164562	4.851731011	5.084203742	4.884238927	4.643796022	4.823734169	4.782314802	4.719064971	4.801994647	5.037546905	5.088326176	4.601462908	5.314214022	4.996430992	4.799631724	5.238219867
LQ00X005710	Hypothetical protein	5.895377011	5.87297327	5.01724067	4.917328676	5.046941485	5.287034152	5.311464998	5.182077545	6.411993698	6.016927105	5.37660622	5.308238275	5.125226487	5.222635314	5.148676855	5.222244055	7.767454391	6.825319501	5.954919664	6.206738081	5.497431984	5.212555187	5.848902696	5.070079083	6.746922636	5.559667416	6.559324027	6.065268427	5.458206751	5.947821174	5.047659686	5.371398671
LQ00X006190	Putative UPF0301 protein Cag_1601	13.60641157	13.3122113	13.09628393	13.75305064	13.16908517	14.07802892	14.0506722	14.08878737	13.532863	13.06228999	13.0187126	13.39014494	12.87535447	13.94431851	14.17352963	13.85888725	13.93601409	13.75985297	13.5344767	12.85200494	13.02895928	13.45762365	13.42635933	13.1043717	13.37937097	13.18826294	13.09706798	13.16145967	12.71891108	13.61030367	13.30897076	12.86593649
LQ00X006260	Putative Abhydrolase domain-containing protein 11	4.637484517	4.763732977	4.864308676	4.569015883	4.580162298	4.95422879	4.779492577	4.573783388	4.810130469	4.619509797	4.734040062	4.579629501	4.739189958	4.94091051	4.618406444	4.670240559	5.001556487	4.623410067	4.891744603	4.896490089	5.015939457	5.153415209	4.923529805	5.005713496	4.669152204	4.916479204	4.847034267	5.675437586	4.86791499	4.993431654	5.181603793	5.509446688
LQ00X006370	RING-H2 zinc finger protein RHA2a	11.37167426	10.81883854	12.60845535	12.90426406	12.92517522	13.32068057	13.39623218	13.54801939	11.2443056	11.09902839	12.40653947	12.60019414	12.72031641	13.39259685	13.51298905	13.62993608	11.56555375	11.4619851	10.17176035	11.29283443	11.4404384	12.11073946	12.11936358	11.96346	10.98399221	10.86114055	9.748869948	11.68810074	11.19940526	12.55603685	12.16039029	11.81345706
LQ00X006460	Putative Predicted protein	5.52117722	5.370720035	5.35463343	5.397750605	5.027854164	5.528908643	5.649388047	5.480412005	5.390817266	5.025126421	5.707598294	5.519938122	5.388472566	5.580210006	5.411364312	5.854327688	5.359996027	5.308861181	5.488462318	5.343626763	5.271678739	5.132863765	6.524481574	5.452759582	5.279168562	5.252950529	5.863011297	5.734657608	5.672496258	5.406091313	5.788415221	5.19482897
LQ00X006470	Hypothetical protein	5.126551809	5.113384314	4.717500196	4.864416624	5.02484068	4.817596924	4.84427865	4.738925607	4.901168838	5.238739912	4.789857104	4.989790334	4.974723538	4.903478223	4.804635718	4.996807399	5.137078804	4.8882511	5.233239861	5.260540384	5.072788873	5.347307031	5.27565867	5.119798744	5.042765518	4.988079459	5.045380804	5.45463619	5.100800835	4.901767428	4.623088023	5.331349644
LQ00X006490	At2g18840	13.4632126	13.30414402	13.34555253	13.19285056	13.08219596	12.81658293	12.57882272	12.42166312	13.28195426	13.07603375	13.4668585	13.35193109	13.31040284	12.93334724	12.41102088	12.54021285	13.24776745	12.93413057	13.20222445	13.36850364	13.1586663	13.18183058	12.74768736	12.77509032	13.31190881	13.11909469	13.12377835	13.21711443	13.04666334	12.96874843	12.84991862	12.59267837
LQ00X006550	Probable leucine-rich repeat receptor-like protein kinase At5g49770	5.690361297	5.379968601	5.281427045	5.523217095	5.450002606	5.680591942	5.280428333	5.661824339	5.846211496	5.773114857	5.655016655	5.476538828	5.590139379	5.287459734	6.142001574	5.473380392	5.553467486	6.153874643	6.287839436	5.654299059	5.623610949	5.714569082	5.679498376	5.716088109	5.916051614	6.353421389	6.70982761	5.252316834	5.950303368	5.754882575	5.852951425	5.546004641
LQ00X006591	Retrotransposon gag protein	5.012246094	5.186566282	4.778625975	5.109560659	5.02973583	5.195998262	5.259618462	5.439607836	4.895697499	5.324127554	5.030519532	5.048598125	5.176426091	5.364655215	5.126652127	5.146616805	5.20168274	5.406452777	5.114806233	5.145173849	5.2910516	4.988416263	5.200509495	5.286200864	5.046691142	5.418746833	5.330281399	5.931116347	5.036657764	5.237648874	6.327503975	5.431807997
LQ00X006790	Hepatocyte growth factor-regulated tyrosine kinase substrate, putative	4.635600324	5.005923602	5.41724201	4.896008188	4.681551569	4.530014157	4.719520263	4.626127851	4.923274948	5.2701663	5.002043431	4.731974123	4.973333563	4.772441677	5.152079423	4.868710145	5.036042593	4.654348357	4.979212427	5.581033277	5.300712721	4.687111425	5.236074822	5.041408839	4.786662928	4.771851753	5.122078944	5.119317459	5.433997565	4.795844977	5.243048293	5.136334119
LQ00X006810	Hypothetical protein	5.107561785	5.008407361	5.008229264	5.157842546	4.952633215	5.084637191	5.236454437	5.082009873	5.191378416	5.22941019	5.19986884	5.174922124	5.153078254	5.018322781	5.420715637	5.096095711	4.823077512	5.115773468	5.513658338	4.952792221	5.374635805	5.071680777	4.748442453	5.17951177	5.083156164	5.23910747	6.018131012	5.248867656	5.532032588	4.929201199	4.930014334	5.536196498
LQ00X006880	Hypothetical protein	4.991946032	4.965130136	4.868597436	4.7186863	5.041059456	5.132411896	4.517015302	5.169057286	4.810415544	4.849607703	4.823165751	4.659108809	5.586506545	5.094660315	4.751101899	4.635553391	5.343556145	5.042046422	5.127354087	5.019161316	4.955526278	4.928427575	5.634029365	6.673471465	4.975562592	5.110931832	5.112262478	5.771971707	4.948670185	4.923301587	5.373858858	7.31785155
LQ00X006890	Putative uncharacterized protein	9.51593309	9.419449558	10.23384288	10.8127529	10.96201361	12.11622471	12.2273453	12.66695616	8.35037509	8.495390255	9.494492646	10.17153564	10.34019451	11.30886969	11.94695548	11.82072145	10.03418614	7.792216417	9.392766513	8.451515663	7.871271209	9.72982345	10.59587455	11.20159799	8.745490475	7.442413036	8.039027623	9.053652229	8.298525249	10.75603931	10.59714389	10.49473496
LQ00X006930	Putative SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3-like 1	9.732744153	10.3292523	8.507120179	8.217736506	7.880169464	9.09056218	9.288534934	8.494205414	10.17306533	10.14448579	9.133117783	8.648400594	8.351527709	9.41348995	8.938110739	8.95681465	10.02166918	9.815084397	10.38881398	9.149265989	9.503839338	8.544487429	10.16000337	9.846475615	10.46966003	10.43310107	10.51876377	8.968065241	9.155848225	8.501433902	10.48240663	9.684979743
LQ00X007030	Hypothetical protein	6.640863026	6.185618784	6.877047634	6.474306077	6.886266972	6.029708777	6.911693185	6.376601867	6.660721617	6.433602671	7.014351657	6.733127195	6.968011132	5.968440842	5.829839034	6.64542389	5.919045859	6.8427047	6.253639509	5.885132382	6.276714172	6.483285577	5.722547609	5.746740518	6.414501423	7.102599706	5.333319015	6.443194246	5.950064582	6.430091213	5.657902718	6.867215697
LQ00X007040	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	12.15175979	12.26655326	12.02079606	11.73217558	11.92288317	12.3692823	12.01525821	11.85398204	12.16540849	12.25583631	11.96792301	11.79220016	11.96896957	11.99738769	12.06757092	11.97453729	12.07688255	11.30547103	11.81337114	11.53877571	11.55207321	11.90622127	12.09163986	11.84640463	12.13848809	11.83723673	12.05923469	11.71804537	12.17531942	11.99051743	11.97015475	11.8371857
LQ00X007220	Predicted protein	12.43755678	11.32008247	12.95209187	13.22354818	11.84916793	13.73421447	13.6856244	13.2057134	12.11975282	10.95623126	12.56458234	12.76603123	12.12946214	13.67390146	13.4914924	12.54512366	11.01612109	11.82104793	11.40625987	12.57126098	12.40893894	11.46156977	13.2159644	13.1533324	11.3117114	12.09683445	11.54666791	12.76994312	12.68687207	12.23970004	13.46176674	12.76537297
LQ00X007230	RuBisCO large subunit-binding protein subunit beta, chloroplastic	14.45599186	14.26511281	14.0359766	14.63360237	13.11037307	15.47853155	15.04778489	13.74380175	14.07076984	14.01172904	13.42779666	14.21604113	13.24191309	15.0261407	14.61480769	14.122769	14.09845014	14.75634651	13.44869572	13.64329721	14.32552359	13.50599531	14.35898505	14.02704428	14.28377938	14.47324449	14.03917796	13.72368392	13.90512847	13.77199501	14.22202765	13.93976088
LQ00X007260	Protein kinase APK1B, chloroplast, putative	8.738582894	8.173955349	9.047313039	10.18896994	10.39291847	8.813566835	7.99765762	7.722869806	8.515159009	8.064032408	9.151941913	10.34194909	10.0583894	8.884213817	8.511657363	8.567713299	8.121510709	8.321492669	6.903011871	9.088243185	9.47318182	9.454012865	7.636797641	7.129222062	8.68759624	8.16678078	7.816420244	9.628329862	8.893665087	10.75572969	7.766500425	7.356352514
LQ00X007500	Probable 1-deoxy-D-xylulose-5-phosphate synthase, chloroplastic	6.544236038	7.044832123	5.003637776	5.030377735	4.565367632	6.418284455	5.674486386	6.491524027	6.01094588	5.487088517	4.99065539	4.984554449	4.913274312	5.309511383	5.464693017	6.745396258	9.577860633	6.546182405	6.119780606	7.236128378	4.985058287	7.581763539	7.544697613	7.346558158	7.889406776	5.642538586	5.217920187	5.691991722	4.943248753	6.408131807	5.293780206	6.645694444
LQ00X007523	Putative Retrotransposable element Tf2 155 kDa protein type 1	5.422620647	5.069077161	5.884831251	6.625453988	5.642670017	8.29091226	8.079400546	8.112922019	5.205396385	4.849452159	5.430332409	6.421126538	5.057678228	8.376917496	7.176341044	7.605069525	5.242088293	5.224930622	5.319143886	4.97311484	4.903133274	5.665246436	5.387133845	5.255190413	5.269964091	5.032747937	5.149258812	4.966153318	4.68374101	6.016367264	5.736158274	6.302831138
LQ00X007690	Putative Peroxisomal targeting signal 1 receptor	5.561174968	5.935021047	5.774716765	5.646773784	5.479869433	5.82093629	5.807949341	5.104848854	5.728364072	6.272759255	5.207897748	5.53337312	5.514660042	5.728015474	6.091620199	5.719147641	5.976532369	5.916643326	6.321615573	5.41365159	5.405605644	5.382286738	6.070255009	5.202267034	5.598059906	5.90916872	6.222962661	5.672881621	5.729725754	5.683973769	5.628727686	5.948469944
LQ00X007710	Regulator of ribonuclease-like protein 3	13.93986957	13.57778903	13.62389792	13.37815697	13.43081375	13.53586572	13.32069328	13.23613798	13.9091698	13.64427215	13.55720978	13.3430095	13.56271361	13.61103782	13.41446683	13.47696907	13.81774482	14.18921933	13.75914194	13.59150727	13.61070266	13.39404641	13.85342556	13.55491779	13.61493948	13.85887401	13.85419513	13.42961584	13.60766526	13.66908445	13.48642488	13.68407165
LQ00X007720	NADH-ubiquinone oxidoreductase chain 4L	11.93684834	11.8047165	11.91005883	12.0369075	12.01040739	11.76789105	12.7090121	12.37121927	9.809246795	11.88610178	10.05171145	9.965961281	10.58820957	10.19604651	11.57538054	10.9601069	11.86400568	12.36754264	11.85691696	11.90269477	11.85751626	11.98480913	11.99139164	11.87160562	11.75535056	12.30641303	11.42649804	12.5263419	11.72308711	11.6561566	12.11861816	11.46530195
LQ00X007730	Putative Myrcene synthase, chloroplastic	9.710588592	8.842344237	7.589139525	7.543839729	7.289825979	5.693435665	4.95996247	7.050686463	9.86056288	9.919873976	8.238829295	7.364984431	7.530332782	4.851627528	6.596168395	6.772536049	7.400709123	9.221417671	6.961305888	7.552937676	8.344882802	9.548907055	5.990849241	7.052006719	9.394686716	9.974734053	7.961876865	7.829209691	9.665601429	6.77450843	6.033468745	6.117135255
LQ00X007890	Predicted protein (Fragment)	5.481487649	5.282916316	5.107898319	5.499378498	5.066322304	4.865695172	5.009758139	4.888369737	5.509377402	5.317038231	4.809103344	5.15715902	5.372312075	4.659463642	5.527973153	4.641044737	5.138324695	5.190617262	5.411903695	5.185589788	5.398264581	5.412815248	5.673139099	5.181547226	4.988565809	5.184001055	5.033708214	5.144123693	5.722085364	4.934107496	5.25585753	4.791145943
LQ00X007940	Uncharacterized protein At5g39865	5.19198361	5.502666218	5.413213664	5.934688994	5.357326845	5.448873627	5.680537079	5.141051557	5.217053646	5.55169581	5.509418123	5.670857269	6.021156105	5.444648016	5.293697355	5.653981305	6.184633145	5.951089957	5.868075037	6.424877481	6.711259347	6.207384267	5.956806554	6.140722308	6.075872731	5.950798552	6.15123917	6.739283703	6.326540692	6.288365245	5.818161196	6.636586116
LQ00X008060	Putative Jasmonate O-methyltransferase	8.931128065	12.53681729	5.649192155	5.238254292	5.385710602	4.853236818	4.808406997	5.121184176	10.70082611	13.20323186	6.994988716	5.335838195	5.311568478	4.892457584	4.557745117	5.080309849	12.89177388	8.979090577	13.04335354	8.891063417	7.239973554	9.240886406	5.408809368	5.211628987	14.52069997	11.83106323	13.51273408	7.83354725	9.25900888	6.566122935	5.275151675	5.145165177
LQ00X008130	Putative Protein strawberry notch homolog 1	11.79372777	9.402791222	11.47563202	11.74658573	10.7888339	12.46717438	12.327903	11.92926926	11.64887271	10.71920874	11.13270524	11.61679444	11.23193946	12.14599706	11.7281712	12.01194228	10.511609	12.32965451	11.92255038	11.11335091	11.40343955	10.93242501	11.52171479	10.89483275	11.91834411	12.64208454	12.10510034	9.912634939	9.673038726	10.66360935	11.85934082	10.95374938
LQ00X008140	Metacaspase-5	12.45005921	12.49231303	12.33532737	12.37518486	12.32614944	11.16375245	11.34938302	10.97771308	12.18362776	12.40372723	12.36477737	12.26945117	12.49447482	11.43160152	11.49931281	11.31320538	12.48520707	12.69962826	12.54761862	12.20324653	12.40567731	12.50838455	11.04028302	11.62624506	12.66155953	12.75960589	12.43133229	12.43263599	12.9491125	12.27377001	11.19767164	11.73706371
